date,PNC,KBE,beta,value,price
2021-12-30,201.0,54.58,3.671722560909546,0.5973826255570032,30.597382625557003
2021-12-31,200.52,54.56,3.6718298198998762,0.1849650262627449,30.184965026262745
2022-01-03,208.22,55.64,3.67160109313287,3.9321151780870878,33.93211517808709
2022-01-04,215.89,57.14,3.672661536930672,6.034119779781378,36.03411977978138
2022-01-05,212.39,56.71,3.6744162879609785,4.013852309732897,34.0138523097329
2022-01-06,220.57001,58.64,3.675528955680533,5.036992038893544,35.036992038893544
2022-01-07,223.73,59.28,3.676360168039817,5.795369238599619,35.79536923859962
2022-01-10,222.45,59.28,3.677740812117267,4.433524657688395,34.433524657688395
2022-01-11,223.84,59.63,3.6792762199944247,4.44475900173245,34.44475900173245
2022-01-12,224.92999,59.79,3.681958317431211,4.7857022007879095,34.78570220078791
2022-01-13,226.45,60.04,3.684473254054873,5.23422582654544,35.23422582654544
